# GENUINE residue of the relocation-name audit -- WORKLIST, NOT A DEFECT LIST.
# Regenerate: tools/relocname_genuine_worklist.py --out <this file>
# Source     : decomp-bench/archive/harvest/relocname-audit-2026-08-06/pairs_folded2.json (sha256 af61ba6ae8b4e1f0...)
# Audit tree : rb3-xenon@a236686e   ruler: name_check, objdiff-cli sha256 ca2be75232767f53...
# Cut at     : rb3-xenon@e8fe5238
# Rows       : 3004 rows = 3356 charged call sites over 1506 distinct (T,B) pairs, 2863 enclosing functions, 561 units
# pair_sites : charged sites for this (T,B) pair BINARY-WIDE.  fn_sites: charged sites for it inside THIS enclosing function.
# body       : DIFF_SAMESIZE=170  DIFF_SIZE=2834
#              DIFF_SIZE = our body for B differs in LENGTH from retail at addr(T); DIFF_SAMESIZE = same length, different code.
# map        : the SYMBOL-MAP verdict for the same pair. It disagrees with `body` constantly and the body test is the one to believe --
#              6,677 pairs the map test calls a defect are byte-identical bodies. Kept only so the divergence stays visible.
# joins      : T = target callee still in scripts/target_symbol_map.json; B = our callee still named by a built obj, AT THE CUT COMMIT.
#              -B=6  T-=15  TB=2983
#
# *** GENUINE IS AN UPPER BOUND ON DEFECTS. *** A body difference means EITHER our source calls the wrong function OR the retail map
# mis-attributes the name at the destination VA -- and this repo's whole map(...) lane series exists to repair the latter. The adjudicated
# figure for the whole at-100 charged population is 298 fns / 25,920 B / 0.2425 pp WRONG (lane CW-2, 34017f74); CV-4's earlier estimate was
# 353 fns / 24,836 B / 0.23 pp (34b44dd6). Adjudicate a row with tools/xbin_adjudicate.py (cross-binary, masks exactly the relocated
# field via our own relocation table, calibrated) or tools/at100_adjudicate.py -- NEVER from the symbol map, and NEVER auto-apply.
# The upstream comparator masks every D-form and branch displacement unconditionally and ignores relocation target names, so it
# over-produces FOLD and this residue is if anything SHORT. Not a population census.
pair_sites	fn_sites	body	map	joins	opcode	unit	enclosing_fn	target_callee	our_callee
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandCharacter	??_G?$ObjPtrList@VCharIKScale@@VObjectDir@@@@UAAPAXI@Z	??1?$ObjRefConcrete@VGemTrackDir@@VObjectDir@@@@UAA@XZ	??1?$ObjPtrList@VCharIKScale@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandCharacter	??_G?$ObjPtrList@VCharKeyHandMidi@@VObjectDir@@@@UAAPAXI@Z	??_DBandCharacter@@QAAXXZ	??1?$ObjPtrList@VCharKeyHandMidi@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandCharacter	??_G?$ObjPtrList@VRndMesh@@VObjectDir@@@@UAAPAXI@Z	??1?$ObjRefConcrete@VCharLookAt@@VObjectDir@@@@UAA@XZ	??1?$ObjPtrList@VRndMesh@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SAMESIZE	DIFFERENT_FUNCTION	TB	bl	default/BandCharacter	??_G?$ObjRefConcrete@VWaypoint@@VObjectDir@@@@UAAPAXI@Z	??1?$ObjRefConcrete@VBandCharDesc@@VObjectDir@@@@UAA@XZ	??1?$ObjRefConcrete@VWaypoint@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	REVIEW	TB	bl	default/BandCharacter	?BandTerminate@@YAXXZ	??$?0H@?$StlNodeAlloc@V?$_List_node@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@H@1@@Z	?Terminate@BandCharacter@@SAXXZ
1	1	DIFF_SIZE	REVIEW	TB	bl	default/BandCharacter	?SetClipTypes@BandCharacter@@QAAXVSymbol@@0@Z	?SetClipType@CharDriver@@IAAXVSymbol@@@Z	??$_outline_SetClipType@$I?SetClipType@CharDriver@@IAAXVSymbol@@@ZA@A@@@YAXPAVCharDriver@@VSymbol@@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandCharacter	fn_82280258	??1LoaderGlitchContext@@QAA@XZ	??1?$ObjRefConcrete@VBandCharDesc@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandCharacter	fn_82281068	??1RndEnvironTracker@@QAA@XZ	??1?$ObjDirPtr@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandCrowdMeter	??_G?$ObjPtr@VRndMatAnim@@@@UAAPAXI@Z	??1?$ObjPtrList@VRndGroup@@VObjectDir@@@@UAA@XZ	??1?$ObjRefConcrete@VRndMatAnim@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandCrowdMeter	??_GBandCrowdMeter@@UAAPAXI@Z	?MemFree@@YAXPAX@Z	??3BandCrowdMeter@@SAXPAX@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandCrowdMeter	?PreLoad@BandCrowdMeter@@UAAXAAVBinStream@@@Z	?SyncProperty@RndSpline@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	?PreLoad@RndDir@@UAAXAAVBinStream@@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandCrowdMeter	?push_back@?$vector@VIconData@BandCrowdMeter@@V?$StlNodeAlloc@VIconData@BandCrowdMeter@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVIconData@BandCrowdMeter@@@Z	?_M_insert_overflow_aux@?$vector@VCamShotFrame@@V?$StlNodeAlloc@VCamShotFrame@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVCamShotFrame@@ABV3@ABU__false_type@2@I_N@Z	?_M_insert_overflow_aux@?$vector@VIconData@BandCrowdMeter@@V?$StlNodeAlloc@VIconData@BandCrowdMeter@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVIconData@BandCrowdMeter@@ABV34@ABU__false_type@2@I_N@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	??$_Copy_Construct@UPropertyFilter@CameraManager@@@stlpmtx_std@@YAXPAUPropertyFilter@CameraManager@@ABU12@@Z	??0?$Key@VObjectStage@@@@QAA@ABV0@@Z	??0PropertyFilter@CameraManager@@QAA@ABU01@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	??_G?$ObjDirPtr@VRndDir@@@@UAAPAXI@Z	??1exception@std@@UAA@XZ	??1?$ObjDirPtr@VRndDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	??_G?$ObjPtrList@VFlowNode@@VObjectDir@@@@UAAPAXI@Z	??1?$ObjRefConcrete@VRndPostProc@@VObjectDir@@@@UAA@XZ	??1?$ObjPtrList@VFlowNode@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	??_G?$ObjPtrVec@VFlowNode@@VObjectDir@@@@UAAPAXI@Z	??1?$ObjDirPtr@VRndDir@@@@UAA@XZ	??1?$ObjPtrVec@VFlowNode@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	??_G?$ObjRefConcrete@VRndPostProc@@VObjectDir@@@@UAAPAXI@Z	??1?$ObjRefConcrete@VRndPropAnim@@VObjectDir@@@@UAA@XZ	??1?$ObjRefConcrete@VRndPostProc@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	??_G?$ObjRefConcrete@VRndPropAnim@@VObjectDir@@@@UAAPAXI@Z	??1?$ObjRefConcrete@VFileMerger@@VObjectDir@@@@UAA@XZ	??1?$ObjRefConcrete@VRndPropAnim@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	??_GBandDirector@@UAAPAXI@Z	?MemFree@@YAXPAX@Z	??3BandDirector@@SAXPAX@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	?Handle@BandDirector@@UAA?AVDataNode@@PAVDataArray@@_N@Z	??0DataNode@@QAA@XZ	?OnSaveSong@BandDirector@@QAA?AVDataNode@@PAVDataArray@@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	?OnFirstShotOK@BandDirector@@QAA?AVDataNode@@PAVDataArray@@@Z	?KeyGreaterEq@?$Keys@_N_N@@QBAHM@Z	?KeyGreaterEq@?$Keys@UDircutEntry@BandDirector@@U12@@@QBAHM@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	fn_82290EA0	??1DataNode@@QAA@XZ	??1?$ObjRefConcrete@VObject@Hmx@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	fn_82292E00	??1DataNode@@QAA@XZ	??3DataArray@@SAXPAX@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	fn_822993BC	??1?$_Vector_base@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1DataNode@@QAA@XZ
1	1	DIFF_SIZE	REVIEW	TB	bl	default/BandDirector	fn_82299640	??$__destroy_aux@V?$Key@VObjectStage@@@@@stlpmtx_std@@YAXPAV?$Key@VObjectStage@@@@ABU__false_type@0@@Z	??1DataArrayPtr@@QAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	fn_82299850	??1PropertyFilter@CameraManager@@QAA@XZ	??1DataNode@@QAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	fn_8229A26C	??1DataArrayPtr@@QAA@XZ	??1?$vector@UPropertyFilter@CameraManager@@V?$StlNodeAlloc@UPropertyFilter@CameraManager@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	fn_8229AF28	??1DataArrayPtr@@QAA@XZ	??_DCharBonesMeshes@@QAAXXZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandHighlight	??_GBandHighlight@@UAAPAXI@Z	?MemFree@@YAXPAX@Z	??3BandHighlight@@SAXPAX@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandIKEffector	??_GBandIKEffector@@UAAPAXI@Z	?MemFree@@YAXPAX@Z	??3BandIKEffector@@SAXPAX@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandLeadMeter	??_GBandLeadMeter@@UAAPAXI@Z	?MemFree@@YAXPAX@Z	??3BandLeadMeter@@SAXPAX@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandList	??_G?$ObjPtr@VSequence@@@@UAAPAXI@Z	??_DBandList@@QAAXXZ	??1?$ObjRefConcrete@VSequence@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandList	fn_8233D0C4	??1UIList@@UAA@XZ	??1ObjRefOwner@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandMachineMgr	fn_825C4A3C	??1SongSortCmp@@UAA@XZ	??1Message@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandRetargetVignette	?insert@?$list@VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@2@U32@ABVString@@@Z	?_M_create_node@?$list@UFrame@RhythmDetector@@V?$StlNodeAlloc@UFrame@RhythmDetector@@@stlpmtx_std@@@stlpmtx_std@@IAAPAU_List_node_base@2@ABUFrame@RhythmDetector@@@Z	?_M_create_node@?$list@VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@stlpmtx_std@@IAAPAU_List_node_base@2@ABVString@@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandScoreboard	fn_822CEF64	??1?$ObjRefConcrete@VCharLookAt@@VObjectDir@@@@UAA@XZ	??1DataNode@@QAA@XZ
1	1	DIFF_SIZE	REVIEW	TB	bl	default/BandSongMetadata	?HasSolo@BandSongMetadata@@QBA_NVSymbol@@@Z	??$__find@PAVSymbol@@V1@@stlpmtx_std@@YAPAVSymbol@@PAV1@0ABV1@ABUrandom_access_iterator_tag@0@@Z	??$__find@PBVSymbol@@V1@@stlpmtx_std@@YAPBVSymbol@@PBV1@0ABV1@ABUrandom_access_iterator_tag@0@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandSongMgr	??$_Copy_Construct@U?$pair@$$CBVSymbol@@V?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@YAXPAU?$pair@$$CBVSymbol@@V?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@@0@ABU10@@Z	??0?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z	??0?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z
1	1	DIFF_SAMESIZE	REVIEW	TB	bl	default/BandSongMgr	??0?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z	??$__uninitialized_copy@PAU?$pair@MM@stlpmtx_std@@PAU12@@stlpmtx_std@@YAPAU?$pair@MM@0@PAU10@00ABU__false_type@0@@Z	??$__uninitialized_copy@PBVVector2@@PAV1@@stlpmtx_std@@YAPAVVector2@@PBV1@0PAV1@ABU__false_type@0@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandSongMgr	?push_back@?$vector@U?$pair@MM@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@MM@stlpmtx_std@@@2@@stlpmtx_std@@QAAXABU?$pair@MM@2@@Z	?_M_insert_overflow_aux@?$vector@W4MatPropEditAction@@V?$StlNodeAlloc@W4MatPropEditAction@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAW4MatPropEditAction@@ABW43@ABU__false_type@2@I_N@Z	?_M_insert_overflow_aux@?$vector@U?$pair@MM@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@MM@stlpmtx_std@@@2@@stlpmtx_std@@IAAXPAU?$pair@MM@2@ABU32@ABU__false_type@2@I_N@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandSongMgr	fn_82579508	??1SongMetadata@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandSongMgr	fn_82579D7C	??1Callback@ContentMgr@@UAA@XZ	??1?$_List_base@VPlane@@V?$StlNodeAlloc@VPlane@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandSongMgr	fn_8257A898	??1SongMgr@@UAA@XZ	??1Polygon@Hmx@@QAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandStarDisplay	??_GBandStarDisplay@@UAAPAXI@Z	?MemFree@@YAXPAX@Z	??3BandStarDisplay@@SAXPAX@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandSwatch	??_GBandSwatch@@UAAPAXI@Z	?MemFree@@YAXPAX@Z	??3BandSwatch@@SAXPAX@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandSwatch	fn_822ADD6C	??1UIList@@UAA@XZ	??1NgRnd@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandSwatch	fn_822AE6C4	??1RndTexRenderer@@UAA@XZ	??1?$hash_map@VSymbol@@PAVAward@@U?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@4@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@PAVAward@@@stlpmtx_std@@@4@@stlpmtx_std@@QAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandUI	?Handle@BandUI@@UAA?AVDataNode@@PAVDataArray@@_N@Z	??0DataNode@@QAA@XZ	?OnMsg@BandUI@@QAA?AVDataNode@@ABVProcessedJoinRequestMsg@@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandUI	?Handle@BandUI@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?OnMsg@BandUI@@QAA?AVDataNode@@ABVUIComponentSelectMsg@@@Z	?OnMsg@BandUI@@QAA?AVDataNode@@ABVButtonDownMsg@@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandUI	?Handle@BandUI@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?OnMsg@BandUI@@QAA?AVDataNode@@ABVUIComponentSelectMsg@@@Z	?OnMsg@BandUI@@QAA?AVDataNode@@ABVButtonUpMsg@@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandUI	?Handle@BandUI@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?OnMsg@BandUI@@QAA?AVDataNode@@ABVUIComponentSelectMsg@@@Z	?OnMsg@BandUI@@QAA?AVDataNode@@ABVUIComponentFocusChangeMsg@@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandUI	fn_82536060	??1StartLockMsg@@UAA@XZ	??1?$vector@MV?$StlNodeAlloc@M@stlpmtx_std@@@stlpmtx_std@@QAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandUser	??_GRemoteBandUser@@UAAPAXI@Z	??_DSpotlightEnder@@QAAXXZ	??_DRemoteBandUser@@QAAXXZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandUser	?SetControllerType@BandUser@@QAAXVSymbol@@@Z	?SetDifficulty@BandUser@@QAAXW4Difficulty@@@Z	?SetControllerType@BandUser@@QAAXW4ControllerType@@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandUser	?SetDifficulty@BandUser@@QAAXVSymbol@@@Z	?SetTrackType@BandUser@@QAAXW4TrackType@@@Z	?SetDifficulty@BandUser@@QAAXW4Difficulty@@@Z
1	1	DIFF_SAMESIZE	DIFFERENT_FUNCTION	TB	bl	default/BandUser	fn_8268E25C	??1DataNode@@QAA@XZ	??1WiiFriendsListChangedMsg@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandWardrobe	??_G?$ObjPtr@VFileMerger@@@@UAAPAXI@Z	??1?$ObjPtrList@VObjectDir@@V1@@@UAA@XZ	??1?$ObjRefConcrete@VFileMerger@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandWardrobe	??_G?$ObjRefConcrete@VFileMerger@@VObjectDir@@@@UAAPAXI@Z	??1?$ObjPtrList@VObject@Hmx@@VObjectDir@@@@UAA@XZ	??1?$ObjRefConcrete@VFileMerger@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandWardrobe	??_GBandWardrobe@@UAAPAXI@Z	?MemFree@@YAXPAX@Z	??3BandWardrobe@@SAXPAX@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandWardrobe	??_GMerger@FileMerger@@QAAPAXI@Z	??1?$ObjPtrList@VCharInterest@@VObjectDir@@@@UAA@XZ	??1Merger@FileMerger@@QAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BlockMgr	?Init@BlockMgr@@QAAXXZ	??2CriticalSection@@SAPAXI@Z	??2Block@@SAPAXI@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CacheMgr	?CreateCacheMgr@CacheMgr@@SAPAV1@XZ	??2CriticalSection@@SAPAXI@Z	??2CacheMgr@@SAPAXI@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CacheMgr_Xbox	?CreateCacheIDForChosenDevice@CacheMgrXbox@@AAAXXZ	??2CriticalSection@@SAPAXI@Z	??2CacheID@@SAPAXI@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CacheMgr_Xbox	?PollMount@CacheMgrXbox@@AAAXXZ	??2CriticalSection@@SAPAXI@Z	??2Cache@@SAPAXI@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CacheMgr_Xbox	fn_827D8A78	??1NetLoader@@UAA@XZ	??1CacheMgr@@UAA@XZ
1	1	DIFF_SAMESIZE	DIFFERENT_FUNCTION	TB	bl	default/Cache_Xbox	??$_Param_Construct@UInlinedDir@ObjectDir@@U12@@stlpmtx_std@@YAXPAUInlinedDir@ObjectDir@@ABU12@@Z	??0CacheDirEntry@@QAA@ABV0@@Z	??0InlinedDir@ObjectDir@@QAA@ABU01@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Cache_Xbox	fn_827DADE0	??1Cache@@UAA@XZ	??1String@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CamAnim	??_GRndCamAnim@@UAAPAXI@Z	?MemFree@@YAXPAX@Z	??3RndCamAnim@@SAXPAX@Z
1	1	DIFF_SAMESIZE	DIFFERENT_FUNCTION	TB	bl	default/CamAnim	?Copy@RndCamAnim@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	?SetOwnerObj@?$ObjOwnerPtr@VCharInterest@@@@QAAXPAVCharInterest@@@Z	?SetObjConcrete@?$ObjRefConcrete@VRndCamAnim@@VObjectDir@@@@QAAXPAVRndCamAnim@@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraManager	??_G?$ObjPtr@VRndTex@@@@UAAPAXI@Z	??1CameraManager@@UAA@XZ	??1?$ObjRefConcrete@VRndTex@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraManager	??_G?$ObjRefConcrete@VCamShot@@VObjectDir@@@@UAAPAXI@Z	??1?$ObjPtrList@VCamShot@@VObjectDir@@@@UAA@XZ	??1?$ObjRefConcrete@VCamShot@@VObjectDir@@@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraManager	??_Gbad_alloc@std@@UAAPAXI@Z	??1DestructiveTransitionEvent@@UAA@XZ	??1exception@std@@UAA@XZ
1	1	DIFF_SIZE	REVIEW	TB	bl	default/CameraManager	?reserve@?$vector@UPropertyFilter@CameraManager@@V?$StlNodeAlloc@UPropertyFilter@CameraManager@@@stlpmtx_std@@@stlpmtx_std@@QAAXI@Z	??$_M_allocate_and_copy@PBVColor@Hmx@@@?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVColor@Hmx@@IPBV23@0@Z	??$_M_allocate_and_copy@PAUPropertyFilter@CameraManager@@@?$vector@UPropertyFilter@CameraManager@@V?$StlNodeAlloc@UPropertyFilter@CameraManager@@@stlpmtx_std@@@stlpmtx_std@@IAAPAUPropertyFilter@CameraManager@@IPAU23@0@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraShot	??_GCamShot@@UAAPAXI@Z	?MemFree@@YAXPAX@Z	??3CamShot@@SAXPAX@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraShot	?_M_fill_insert@?$vector@U?$pair@PBVMoveVariant@@PBV1@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@PBVMoveVariant@@PBV1@@stlpmtx_std@@@2@@stlpmtx_std@@AAAXPAU?$pair@PBVMoveVariant@@PBV1@@2@IABU32@@Z	?_M_insert_overflow_aux@?$vector@VMicClientID@@V?$StlNodeAlloc@VMicClientID@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVMicClientID@@ABV3@ABU__false_type@2@I_N@Z	?_M_insert_overflow_aux@?$vector@U?$pair@PBVMoveVariant@@PBV1@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@PBVMoveVariant@@PBV1@@stlpmtx_std@@@2@@stlpmtx_std@@IAAXPAU?$pair@PBVMoveVariant@@PBV1@@2@ABU32@ABU__false_type@2@I_N@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraShot	?_M_fill_insert@?$vector@VCamShotFrame@@V?$StlNodeAlloc@VCamShotFrame@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVCamShotFrame@@IABV3@@Z	?_M_insert_overflow_aux@?$vector@UDynamicPropertyEntry@Flow@@V?$StlNodeAlloc@UDynamicPropertyEntry@Flow@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUDynamicPropertyEntry@Flow@@ABU34@ABU__false_type@2@I_N@Z	?_M_insert_overflow_aux@?$vector@VCamShotFrame@@V?$StlNodeAlloc@VCamShotFrame@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVCamShotFrame@@ABV3@ABU__false_type@2@I_N@Z
1	1	DIFF_SIZE	REVIEW	TB	bl	default/CameraShot	?_M_fill_insert_aux@?$vector@VCamShotFrame@@V?$StlNodeAlloc@VCamShotFrame@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVCamShotFrame@@IABV3@ABU__false_type@2@@Z	??$__uninitialized_fill_n@PAUDynamicPropertyEntry@Flow@@IU12@@stlpmtx_std@@YAPAUDynamicPropertyEntry@Flow@@PAU12@IABU12@ABU__false_type@0@@Z	??$__uninitialized_fill_n@PAVCamShotFrame@@IV1@@stlpmtx_std@@YAPAVCamShotFrame@@PAV1@IABV1@ABU__false_type@0@@Z
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraShot	fn_822BE3F8	??1?$_Vector_base@VHeldNote@@V?$StlNodeAlloc@VHeldNote@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1ObjRefOwner@@UAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraShot	fn_82371830	??1Lod@Character@@QAA@XZ	??1DataNode@@QAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraShot	fn_824C2B7C	??1DataNode@@QAA@XZ	??1?$vector@U?$pair@HH@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@HH@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraShot	fn_824C3938	??1?$_Vector_base@VTrackerPlayerDisplay@@V?$StlNodeAlloc@VTrackerPlayerDisplay@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1?$ObjVector@VCamShotFrame@@@@QAA@XZ
1	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraShot	fn_824C39DC	??1?$ObjRefConcrete@VSpotlight@@VObjectDir@@@@UAA@XZ	??1?$_Vector_base@U?$pair@HH@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@HH@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
