# Retail-byte adjudication of sympair-queue rows. tools/sympair_adjudicate.py (W18).
# A_PROVEN_FOLD          our callee's body IS retail's code there. Alias-only; NOT source-reachable.
#                        `evidence` VACUOUS = <=2 non-relocated words compared: a thunk, near-no evidence.
# B1 callee ABSENT       our callee's code is nowhere in retail -> source divergence, not cheap.
# B2 callee PRESENT unnamed -> identification gap; naming the address adjudicates it.
# D1 ROW_NAME_REFUTED    our call is ENTAILED by the row's own name and retail's is not =>
#                        the ROW's map name is wrong. Proves EXISTENCE, not ASSIGNMENT (W7).
# D2 SOURCE_DEFECT       neither callee entailed => our source chose, and chose wrong. FIXABLE.
# D4 MAP_DEFECT          retail's own name at `at` is not body-confirmed either.
verdict	size	fuzzy	cls	evidence	nwords	unit	symbol	at	target_symbol	our_symbol	found
A_PROVEN_FOLD	124	99.83871	MIXED/UNKNOWN	STRONG	90	default/PropAnim	?push_back@?$vector@VDataArrayPtr@@V?$StlNodeAlloc@VDataArrayPtr@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVDataArrayPtr@@@Z	0x8242c070			
A_PROVEN_FOLD	124	99.67742	MIXED/UNKNOWN	STRONG	25	default/band3/game/Tracker	?resize@?$vector@VTrackerPlayerDisplay@@V?$StlNodeAlloc@VTrackerPlayerDisplay@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABVTrackerPlayerDisplay@@@Z	0x822c83d0			
A_PROVEN_FOLD	124	99.83871	ALL_OURS_UNMAPPED	STRONG	20	default/band3/meta_band/AccomplishmentManager	??A?$hash_map@VSymbol@@V1@U?$hash@VSymbol@@@stlpmtx_std@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V1@@stlpmtx_std@@@3@@stlpmtx_std@@QAAAAVSymbol@@ABV2@@Z	0x825a8b98			
A_PROVEN_FOLD	124	99.83871	ALL_OURS_UNMAPPED	VACUOUS	1	default/GamePanel	?IsLoaded@GamePanel@@UBA_NXZ	0x826ccb48			
A_PROVEN_FOLD	124	99.83871	ALL_OURS_UNMAPPED	STRONG	8	default/GemManager	?TrillStartsAt@GemManager@@QBA_NHABVGameGem@@AAH@Z	0x826ca8b8			
A_PROVEN_FOLD	124	99.83871	ALL_OURS_UNMAPPED	VACUOUS	1	default/band3/meta_band/FaceTypeProvider	?Update@FaceTypeProvider@@QAAXVSymbol@@@Z	0x82553f28			
A_PROVEN_FOLD	120	99.83334	ALL_OURS_UNMAPPED	VACUOUS	0	default/QuestFilterPanel	?FinishLoad@QuestFilterPanel@@UAAXXZ	0x825f2308			
A_PROVEN_FOLD	120	99.83334	ALL_OURS_UNMAPPED	STRONG	82	default/LightHue	?Copy@LightHue@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	0x8245f410			
A_PROVEN_FOLD	120	99.83334	ALL_OURS_UNMAPPED	STRONG	22	default/band3/meta_band/InterstitialMgr	??0?$hashtable@U?$pair@$$CBVSymbol@@PAVDataArray@@@stlpmtx_std@@VSymbol@@U?$hash@VSymbol@@@2@U?$_HashMapTraitsT@U?$pair@$$CBVSymbol@@PAVDataArray@@@stlpmtx_std@@@priv@2@U?$_Select1st@U?$pair@$$CBVSymbol@@PAVDataArray@@@stlpmtx_std@@@2@U?$equal_to@VSymbol@@@2@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@PAVDataArray@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@IABU?$hash@VSymbol@@@1@ABU?$equal_to@VSymbol@@@1@ABV?$StlNodeAlloc@U?$pair@$$CBVSymbol@@PAVDataArray@@@stlpmtx_std@@@1@@Z	0x8256ad18			
A_PROVEN_FOLD	120	99.83334	ALL_OURS_UNMAPPED	STRONG	103	default/Crowd	?push_back@?$vector@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAAXABU?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@2@@Z	0x824e1ac0			
A_PROVEN_FOLD	120	99.83334	ALL_OURS_UNMAPPED	STRONG	101	default/system/rndobj/Utl	?push_back@?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVVector2@@@Z	0x822969b0			
A_PROVEN_FOLD	120	99.83334	ALL_OURS_UNMAPPED	STRONG	24	default/ContentMgr	?AddCallbackFile@ContentMgr@@IAAXPBD0@Z	0x8251f060			
A_PROVEN_FOLD	120	99.83334	ALL_OURS_UNMAPPED	VACUOUS	1	default/band3/meta_band/ProfileAssets	?GetNewAssets@ProfileAssets@@QBAXAAV?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@W4AssetGender@@@Z	0x82569e78			
A_PROVEN_FOLD	120	99.83334	ALL_OURS_UNMAPPED	STRONG	83	default/band3/meta_band/SongUpgradeMgr	??$?5VSymbol@@V?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@@@YAAAVBinStream@@AAV0@AAV?$hash_map@VSymbol@@V?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@U?$hash@VSymbol@@@3@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@3@@stlpmtx_std@@@Z	0x824b9a58			
A_PROVEN_FOLD	120	99.83334	MIXED/UNKNOWN	VACUOUS	1	default/GemPlayer	?PlayDrum@GemPlayer@@QAAXHHMH@Z	0x82b93f50			
A_PROVEN_FOLD	120	99.83334	ALL_OURS_UNMAPPED	STRONG	101	default/BandSongMgr	?push_back@?$vector@U?$pair@MM@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@MM@stlpmtx_std@@@2@@stlpmtx_std@@QAAXABU?$pair@MM@2@@Z	0x82578a90			
A_PROVEN_FOLD	120	99.83334	ALL_OURS_UNMAPPED	STRONG	29	default/system/bandobj/BandFaceDeform	??$?5VDeltaArray@BandFaceDeform@@V?$StlNodeAlloc@VDeltaArray@BandFaceDeform@@@stlpmtx_std@@@@YAAAVBinStream@@AAV0@AAV?$vector@VDeltaArray@BandFaceDeform@@V?$StlNodeAlloc@VDeltaArray@BandFaceDeform@@@stlpmtx_std@@@stlpmtx_std@@@Z	0x822c87b0			
A_PROVEN_FOLD	120	99.83334	ALL_OURS_UNMAPPED	STRONG	101	default/PropKeys	?push_back@?$vector@U?$pair@HM@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@HM@stlpmtx_std@@@2@@stlpmtx_std@@QAAXABU?$pair@HM@2@@Z	0x823808b0			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	86	default/BandCrowdMeter	?push_back@?$vector@VIconData@BandCrowdMeter@@V?$StlNodeAlloc@VIconData@BandCrowdMeter@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVIconData@BandCrowdMeter@@@Z	0x822beb88			
A_PROVEN_FOLD	116	99.82758	MIXED/UNKNOWN	STRONG	25	default/CharClip	?resize@?$vector@UBone@CharBones@@V?$StlNodeAlloc@UBone@CharBones@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABUBone@CharBones@@@Z	0x82381088			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	90	default/system/obj/Dir	?push_back@?$vector@V?$ObjDirPtr@VObjectDir@@@@V?$StlNodeAlloc@V?$ObjDirPtr@VObjectDir@@@@@stlpmtx_std@@@stlpmtx_std@@QAAXABV?$ObjDirPtr@VObjectDir@@@@@Z	0x82710dc8			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	23	default/HamMove	?_M_clear@?$vector@ULocalizedName@HamMove@@V?$StlNodeAlloc@ULocalizedName@HamMove@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	0x827146d0			
A_PROVEN_FOLD	116	99.82758	MIXED/UNKNOWN	STRONG	24	default/EventTrigger	??$?0U?$_List_iterator@UProxyCall@EventTrigger@@U?$_Const_traits@UProxyCall@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UProxyCall@EventTrigger@@V?$StlNodeAlloc@UProxyCall@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@U?$_List_iterator@UProxyCall@EventTrigger@@U?$_Const_traits@UProxyCall@EventTrigger@@@stlpmtx_std@@@1@0ABV?$StlNodeAlloc@UProxyCall@EventTrigger@@@1@@Z	0x822b5728			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	24	default/EventTrigger	??$?0U?$_List_iterator@UAnim@EventTrigger@@U?$_Const_traits@UAnim@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UAnim@EventTrigger@@V?$StlNodeAlloc@UAnim@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@U?$_List_iterator@UAnim@EventTrigger@@U?$_Const_traits@UAnim@EventTrigger@@@stlpmtx_std@@@1@0ABV?$StlNodeAlloc@UAnim@EventTrigger@@@1@@Z	0x824a07a0			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	23	default/HamCamTransform	?_M_clear_after_move@?$vector@VTransformArea@@V?$StlNodeAlloc@VTransformArea@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	0x822a5970			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	24	default/MidiParserMgr	?_M_clear@?$vector@UVocalEvent@MidiParser@@V?$StlNodeAlloc@UVocalEvent@MidiParser@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	0x827ebad0			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	22	default/MidiParserMgr	?push_back@?$vector@UVocalEvent@MidiParser@@V?$StlNodeAlloc@UVocalEvent@MidiParser@@@stlpmtx_std@@@stlpmtx_std@@QAAXABUVocalEvent@MidiParser@@@Z	0x827eb7e0			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	23	default/Morph	?_M_clear@?$vector@VDrivenPropertyEntry@@V?$StlNodeAlloc@VDrivenPropertyEntry@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	0x82483b48			
A_PROVEN_FOLD	116	99.82758	MIXED/UNKNOWN	STRONG	23	default/Rot	?_M_clear@?$vector@V?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@V?$StlNodeAlloc@V?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@@2@@stlpmtx_std@@IAAXXZ	0x8233c480			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	23	default/Synapse_dsp	?_M_clear_after_move@?$vector@VPitchCorrectedVoice@Synapse@DSP@@V?$StlNodeAlloc@VPitchCorrectedVoice@Synapse@DSP@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	0x82b6f168			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	86	default/band3/meta_band/StoreMainPanel	?push_back@?$vector@VNewReleaseEntry@StoreMainPanel@@V?$StlNodeAlloc@VNewReleaseEntry@StoreMainPanel@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVNewReleaseEntry@StoreMainPanel@@@Z	0x8263b468			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	24	default/Cache_Xbox	?push_back@?$vector@VCacheDirEntry@@V?$StlNodeAlloc@VCacheDirEntry@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVCacheDirEntry@@@Z	0x827dacf0			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	41	default/band3/game/GemTrainerPanel	?SetTab@GemTrainerPanel@@QAAXH@Z	0x826ab108			
A_PROVEN_FOLD	116	99.82758	ALL_OURS_UNMAPPED	STRONG	24	default/SongData	?push_back@?$vector@V?$vector@V?$RangedData@VRGTrill@@@?$RangedDataCollection@VRGTrill@@@@V?$StlNodeAlloc@V?$RangedData@VRGTrill@@@?$RangedDataCollection@VRGTrill@@@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@V?$vector@V?$RangedData@VRGTrill@@@?$RangedDataCollection@VRGTrill@@@@V?$StlNodeAlloc@V?$RangedData@VRGTrill@@@?$RangedDataCollection@VRGTrill@@@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAAXABV?$vector@V?$RangedData@VRGTrill@@@?$RangedDataCollection@VRGTrill@@@@V?$StlNodeAlloc@V?$RangedData@VRGTrill@@@?$RangedDataCollection@VRGTrill@@@@@stlpmtx_std@@@2@@Z	0x82772b08			
A_PROVEN_FOLD	116	99.65517	ALL_OURS_UNMAPPED	STRONG	24	default/system/beatmatch/SlotChannelMapping	?push_back@?$vector@V?$list@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@V?$list@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAAXABV?$list@HV?$StlNodeAlloc@H@stlpmtx_std@@@2@@Z	0x8241bb98			
A_PROVEN_FOLD	116	99.65517	ALL_OURS_UNMAPPED	STRONG	47	default/system/beatmatch/SlotChannelMapping	?push_back@?$vector@V?$list@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@V?$list@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAAXABV?$list@HV?$StlNodeAlloc@H@stlpmtx_std@@@2@@Z	0x82793b80			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	STRONG	16	default/StarDisplay	?NewObject@StarDisplay@@SAPAVObject@Hmx@@XZ	0x8231c150			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	90	default/StreakMeter	?_M_fill_insert@?$vector@V?$ObjPtr@VRndPropAnim@@@@V?$StlNodeAlloc@V?$ObjPtr@VRndPropAnim@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$ObjPtr@VRndPropAnim@@@@IABV3@@Z	0x822bddb0			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	102	default/MidiParser	?_M_fill_insert@?$vector@UNote@MidiParser@@V?$StlNodeAlloc@UNote@MidiParser@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUNote@MidiParser@@IABU34@@Z	0x827ea060			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	43	default/BandCharacter	?NewObject@BandSong@@SAPAVObject@Hmx@@XZ	0x8227a828			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	STRONG	41	default/MemTracker	??$sort@PAPAVAllocInfo@@P6A_NABQAV1@0@Z@stlpmtx_std@@YAXPAPAVAllocInfo@@0P6A_NABQAV1@1@Z@Z	0x82349770			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	96	default/BandCharDesc	?_M_fill_insert@?$vector@VPatch@BandCharDesc@@V?$StlNodeAlloc@VPatch@BandCharDesc@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVPatch@BandCharDesc@@IABV34@@Z	0x82338e20			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	STRONG	24	default/MeshAnim	?_M_clear@?$vector@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@V?$StlNodeAlloc@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	0x8246eb78			
A_PROVEN_FOLD	112	99.64286	MIXED/UNKNOWN	STRONG	96	default/Flow	?_M_fill_insert@?$vector@UDynamicPropertyEntry@Flow@@V?$StlNodeAlloc@UDynamicPropertyEntry@Flow@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUDynamicPropertyEntry@Flow@@IABU34@@Z	0x823aabc8			
A_PROVEN_FOLD	112	99.64286	MIXED/UNKNOWN	STRONG	86	default/Flow	?_M_fill_insert@?$vector@UDynamicPropertyEntry@Flow@@V?$StlNodeAlloc@UDynamicPropertyEntry@Flow@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUDynamicPropertyEntry@Flow@@IABU34@@Z	0x823aa4c0			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	102	default/SkeletonClip	?_M_fill_insert@?$vector@URecordedFrame@@V?$StlNodeAlloc@URecordedFrame@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAURecordedFrame@@IABU3@@Z	0x82456a20			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	86	default/CharLipSync	?_M_fill_insert@?$vector@UWeight@PlayBack@CharLipSync@@V?$StlNodeAlloc@UWeight@PlayBack@CharLipSync@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUWeight@PlayBack@CharLipSync@@IABU345@@Z	0x823d4d18			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	STRONG	96	default/Waypoint	?_M_fill_insert@?$vector@V?$ObjPtr@VSeqInst@@@@V?$StlNodeAlloc@V?$ObjPtr@VSeqInst@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$ObjPtr@VSeqInst@@@@IABV3@@Z	0x823db670			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	STRONG	19	default/FileMerger	?_M_erase@?$vector@UIKTarget@CharIKHand@@V?$StlNodeAlloc@UIKTarget@CharIKHand@@@stlpmtx_std@@@stlpmtx_std@@IAAPAUIKTarget@CharIKHand@@PAU34@0ABU__false_type@2@@Z	0x823977b0			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	STRONG	86	default/CameraShot	?_M_fill_insert@?$vector@VCamShotFrame@@V?$StlNodeAlloc@VCamShotFrame@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVCamShotFrame@@IABV3@@Z	0x824c4528			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	STRONG	96	default/Sfx	?_M_fill_insert@?$vector@VMoggClipMap@@V?$StlNodeAlloc@VMoggClipMap@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVMoggClipMap@@IABV3@@Z	0x826ffe38			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	55	default/SpotlightDrawer	??$sort@PAVSpotlightEntry@SpotlightDrawer@@VByColor@@@stlpmtx_std@@YAXPAVSpotlightEntry@SpotlightDrawer@@0VByColor@@@Z	0x824bbd40			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	86	default/LightPreset	?_M_fill_insert@?$vector@USpotlightEntry@LightPreset@@V?$StlNodeAlloc@USpotlightEntry@LightPreset@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUSpotlightEntry@LightPreset@@IABU34@@Z	0x824b24f0			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	90	default/DataEventList	?_M_fill_insert@?$vector@VDataEvent@@V?$StlNodeAlloc@VDataEvent@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVDataEvent@@IABV3@@Z	0x827ed550			
A_PROVEN_FOLD	112	99.64286	ALL_OURS_UNMAPPED	STRONG	96	default/Sfx	?_M_fill_insert@?$vector@VSfxMap@@V?$StlNodeAlloc@VSfxMap@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVSfxMap@@IABV3@@Z	0x8271d020			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	20	default/DataArraySongInfo	?_M_erase@?$vector@VTrackChannels@@V?$StlNodeAlloc@VTrackChannels@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVTrackChannels@@PAV3@0ABU__false_type@2@@Z	0x827a37b0			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	STRONG	96	default/Sequence	?_M_fill_insert@?$vector@V?$ObjPtr@VSequence@@@@V?$StlNodeAlloc@V?$ObjPtr@VSequence@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$ObjPtr@VSequence@@@@IABV3@@Z	0x82708548			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	90	default/MetaMusic	?_M_fill_insert@?$vector@V?$ObjDirPtr@VObjectDir@@@@V?$StlNodeAlloc@V?$ObjDirPtr@VObjectDir@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$ObjDirPtr@VObjectDir@@@@IABV3@@Z	0x82710dc8			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	45	default/TexBlender	??$sort@PAU?$pair@HM@stlpmtx_std@@UPartPercentageSorter@SingerStats@@@stlpmtx_std@@YAXPAU?$pair@HM@0@0UPartPercentageSorter@SingerStats@@@Z	0x82698a50			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	22	default/MatAnim	??$sort@PAPAVRndPollable@@P6A_NPBV1@0@Z@stlpmtx_std@@YAXPAPAVRndPollable@@0P6A_NPBV1@1@Z@Z	0x823fa780			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	STRONG	16	default/band3/meta_band/AppMiniLeaderboardDisplay	?NewObject@AppMiniLeaderboardDisplay@@SAPAVObject@Hmx@@XZ	0x82319950			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	STRONG	47	default/band3/game/Stats	?_M_fill_insert@?$vector@V?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@V?$StlNodeAlloc@V?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@@2@@stlpmtx_std@@AAAXPAV?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@2@IABV32@@Z	0x8235fba8			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	VACUOUS	1	default/band3/game/GemTrainerPanel	?IsGemInFutureLoop@GemTrainerPanel@@QBA_NH@Z	0x82684f68			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	20	default/SetlistMergePanel	?_M_erase@?$vector@U?$pair@V?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@V?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@H@stlpmtx_std@@@2@@stlpmtx_std@@IAAPAU?$pair@V?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@H@2@PAU32@0ABU__false_type@2@@Z	0x82634690			
A_PROVEN_FOLD	112	99.64286	MIXED/UNKNOWN	STRONG	41	default/band3/meta_band/PrefabMgr	??$sort@PAPAUObjEntry@@UObjSort@@@stlpmtx_std@@YAXPAPAUObjEntry@@0UObjSort@@@Z	0x825558d8			
A_PROVEN_FOLD	112	99.82143	MIXED/UNKNOWN	VACUOUS	1	default/GemPlayer	?ImplicitGem@GemPlayer@@UAAXHMHABVUserGuid@@@Z	0x82b93f40			
A_PROVEN_FOLD	112	99.82143	ALL_OURS_UNMAPPED	STRONG	53	default/SongData	?_M_fill_insert@?$vector@V?$vector@VRangeSection@@V?$StlNodeAlloc@VRangeSection@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@V?$vector@VRangeSection@@V?$StlNodeAlloc@VRangeSection@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@AAAXPAV?$vector@VRangeSection@@V?$StlNodeAlloc@VRangeSection@@@stlpmtx_std@@@2@IABV32@@Z	0x82777658			
A_PROVEN_FOLD	108	99.81481	ALL_OURS_UNMAPPED	VACUOUS	0	default/FileStream	?ReadImpl@FileStream@@EAAXPAXH@Z	0x82b8c6b8			
A_PROVEN_FOLD	108	99.81481	ALL_OURS_UNMAPPED	STRONG	21	default/BandCamShot	?push_back@?$ObjList@UTarget@BandCamShot@@@@QAAXABUTarget@BandCamShot@@@Z	0x822b6720			
A_PROVEN_FOLD	108	99.62963	ALL_OURS_UNMAPPED	STRONG	17	default/WaveFile	??$__final_insertion_sort@PAUCuePoint@?A0x9ea89d7a@@P6A_NABU12@0@Z@stlpmtx_std@@YAXPAUCuePoint@?A0x9ea89d7a@@0P6A_NABU12@1@Z@Z	0x825d61c0			
A_PROVEN_FOLD	108	99.62963	ALL_OURS_UNMAPPED	STRONG	85	default/HamCamTransform	?_M_fill_insert@?$vector@VTransformCrowd@@V?$StlNodeAlloc@VTransformCrowd@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVTransformCrowd@@IABV3@@Z	0x822aa578			
A_PROVEN_FOLD	108	99.81481	ALL_OURS_UNMAPPED	STRONG	34	default/DataEventList	??$TrimExcess@VDataEvent@@@@YAXAAV?$vector@VDataEvent@@V?$StlNodeAlloc@VDataEvent@@@stlpmtx_std@@@stlpmtx_std@@@Z	0x827ed408			
A_PROVEN_FOLD	108	99.81481	ALL_OURS_UNMAPPED	STRONG	17	default/TransAnim	?OnRemoveTransKeys@RndTransAnim@@IAA?AVDataNode@@PBVDataArray@@@Z	0x82440118			
A_PROVEN_FOLD	108	99.81481	MIXED/UNKNOWN	STRONG	19	default/Synapse_dsp	?_M_erase@?$vector@VPitchCorrectedVoice@Synapse@DSP@@V?$StlNodeAlloc@VPitchCorrectedVoice@Synapse@DSP@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVPitchCorrectedVoice@Synapse@DSP@@PAV345@0ABU__false_type@2@@Z	0x82b6f1c8			
A_PROVEN_FOLD	108	99.81481	MIXED/UNKNOWN	STRONG	25	default/Set	??1RndSet@@UAA@XZ	0x8232dc20			
A_PROVEN_FOLD	108	99.81481	MIXED/UNKNOWN	STRONG	25	default/band3/bandtrack/Gem	?_M_erase@?$vector@VOldColorOption@@V?$StlNodeAlloc@VOldColorOption@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVOldColorOption@@PAV3@0ABU__false_type@2@@Z	0x822a96a8			
A_PROVEN_FOLD	108	99.81481	MIXED/UNKNOWN	VACUOUS	1	default/TrackerUtils	?CountVocalPhrasesInSong@TrackerUtils@@SAHH@Z	0x82684fa8			
A_PROVEN_FOLD	108	99.81481	ALL_OURS_UNMAPPED	VACUOUS	1	default/GemPlayer	?OnRefreshTrackButtons@GemPlayer@@QAAXXZ	0x82b93f58			
A_PROVEN_FOLD	108	99.81481	MIXED/UNKNOWN	STRONG	19	default/AppLabel	?SetSongYear@AppLabel@@QAAXHH@Z	0x8229d148			
A_PROVEN_FOLD	108	99.81481	ALL_OURS_UNMAPPED	STRONG	73	default/system/bandobj/BandFaceDeform	?Copy@BandFaceDeform@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	0x822c7e08			
