fuzzy	mpn	size	unit	symbol
26.105	28.08	152	default/SpotlightDrawer	?Load@SpotlightDrawer@@UAAXAAVBinStream@@@Z
25.011	26.53	356	default/system/dsp/SndAnalysis	?ShiftedDotProduct@@YAXPBMHPAM_N@Z
25.000	26.72	128	default/Debug	?DevHostname@@YAPBDVSymbol@@@Z
24.338	24.60	308	default/GemManager	??0Entry@LocalePanel@@QAA@ABU01@@Z
23.897	24.59	116	default/CharBones	?Print@CharBones@@UAAXXZ
23.837	24.96	196	default/StandardStream	?SetJump@StandardStream@@UAAXMMPBD@Z
23.481	23.67	108	default/Defines	?SymToControllerType@@YA?AW4ControllerType@@VSymbol@@@Z
23.073	23.94	436	default/PlayerLeaderboards	?OnSelectRow@PlayerLeaderboard@@UAA?AVSymbol@@HPAVBandUser@@@Z
22.350	23.60	160	default/Character	?Replace@Character@@UAAXPAVObjRef@@PAVObject@Hmx@@@Z
22.203	23.73	236	default/SpeechMgr	??$__uninitialized_copy@PAUGrammar@SpeechMgr@@PAU12@@stlpmtx_std@@YAPAUGrammar@SpeechMgr@@PAU12@00ABU__false_type@0@@Z
21.104	21.84	460	default/HAQManager	?GetButtonText@HAQManager@@ABA?AVString@@XZ
21.000	23.05	264	default/TrackPanelDirBase	??4?$ObjPtrList@VRndTransformable@@VObjectDir@@@@QAAXABV0@@Z
20.895	21.95	152	default/NextSongPanel	?Exiting@NextSongPanel@@UBA_NXZ
19.387	21.16	124	default/Group	?CollidePlane@RndGroup@@UAAHABVPlane@@@Z
18.818	19.50	264	default/MeshAnim	??6@YAAAVTextStream@@AAV0@PBVObject@Hmx@@@Z
17.459	19.76	148	default/CharBoneDir	?PreLoad@CharBoneDir@@UAAXAAVBinStream@@@Z
17.459	19.76	148	default/UISlider	?PreLoad@PanelDir@@UAAXAAVBinStream@@@Z
17.383	19.05	240	default/MeshAnim	?Load@RndMeshAnim@@UAAXAAVBinStream@@@Z
17.171	19.60	140	default/LabelShrinkWrapper	?PreLoad@LabelShrinkWrapper@@UAAXAAVBinStream@@@Z
16.639	17.61	144	default/BandCharacter	?Compress@BandCharacter@@UAAXPAVRndTex@@_N@Z
14.885	16.92	384	default/PreloadPanel	?Load@PreloadPanel@@UAAXXZ
13.889	15.56	180	default/Anim	?Link@?$ObjPtrList@VObject@Hmx@@VObjectDir@@@@AAAXViterator@1@PAUNode@1@@Z
13.328	15.57	232	default/MatAnim	??4?$ObjPtrList@VObject@Hmx@@VObjectDir@@@@QAAXABV0@@Z
13.074	14.56	108	default/HamCamTransform	??4TransformArea@@QAAAAV0@ABV0@@Z
12.889	14.56	144	default/Spotlight	?Replace@Spotlight@@UAAXPAVObjRef@@PAVObject@Hmx@@@Z
10.720	11.33	428	default/OSCMessenger	?MakeOSCAddress@OSCMessenger@@AAAHVString@@PAD@Z
10.562	12.19	356	default/Group	?Load@RndGroup@@UAAXAAVBinStream@@@Z
10.500	12.12	136	default/BandList	?PreLoad@BandList@@UAAXAAVBinStream@@@Z
10.118	12.76	136	default/VocalPlayer	?SongSectionOnly@VocalPlayer@@QBA_NAAM0@Z
7.512	9.02	172	default/NetGameMsgs	?Dispatch@RestartGameMsg@@UAAXXZ
7.188	7.50	128	default/RockCentral	?CancelOutstandingCalls@RockCentral@@QAAXPAVObject@Hmx@@@Z
7.134	8.90	328	default/Splash	??0Splash@@QAA@XZ
6.829	6.83	164	default/Joypad_Xbox	?ReceiveUpstreamEEPROMWriteResponse@@YAXHPAE@Z
6.209	7.26	172	default/MusicLibrary	?ByteCode@RemoveLastSongFromSetlistMsg@@UBAEXZ
5.385	5.38	104	default/BandUser	?GetLocalBandUser@LocalBandUser@@UAAPAV1@XZ
5.321	6.39	112	default/SessionUsersProviders	?Mat@SessionUsersProvider@@UBAPAVRndMat@@HHPAVUIListMesh@@@Z
4.292	6.03	288	default/CharPollGroup	??0CharPollGroup@@IAA@XZ
3.448	3.45	116	default/BandUser	?SyncLoad@RemoteUser@@UAAXAAVBinStream@@I@Z
3.393	3.39	112	default/UILabel	?Poll@UILabel@@UAAXXZ
2.703	2.70	148	default/MemMgr	??3@YAXPAX@Z
1.519	2.81	216	default/MusicLibrary	?RemoveLastSongFromSetlist@MusicLibrary@@QAAXXZ
1.100	2.43	120	default/PartAnim	??$?6VColor@Hmx@@@@YAAAVTextStream@@AAV0@ABV?$Key@VColor@Hmx@@@@@Z
0.870	0.87	184	default/Anim	?ChainSourceSubdir@RndDir@@UAAXPAVObject@Hmx@@PAVObjectDir@@@Z
0.645	0.65	248	default/OutfitConfig	?Save@OutfitConfig@@UAAXAAVBinStream@@@Z
0.370	0.37	432	default/UIComponent	?PostLoad@UIComponent@@UAAXAAVBinStream@@@Z
